city,lat,lon,timestamp,pm2_5,pm10,no2,co,so2,o3,temp_day,temp_min,temp_max,humidity,pressure,wind_speed,wind_deg,clouds,city_code,road_density,industrial_density,dump_density,farmland_density,pollution_source
Chirala,15.812074,80.355377,2025-10-01 09:39:47+00:00,0.0535086929105486,0.0607851414098775,0.0586206896551724,0.0472481434988429,0.0633959216636382,0.2257998638529612,0.4139280125195619,0.4139280125195619,0.4139280125195619,0.6461538461538461,0.2000000000000028,0.2661955241460542,0.6797752808988764,1.0,43,0.0073679083881763,0.0064308681672025,0.0,0.0037234042553191,Other
Markapur,15.764501,79.259491,2025-10-01 09:39:56+00:00,0.0217097558778488,0.0255804136766568,0.1163009404388714,0.0453273642977056,0.1007470220068645,0.1083049693669163,0.5375586854460097,0.5375586854460097,0.5375586854460097,0.4,0.4000000000000057,0.6772673733804476,0.8174157303370786,1.0,134,0.0104836594777526,0.0016077170418006,0.0,0.0,Other
Chalakudy,10.311879,76.331978,2025-10-01 09:40:03+00:00,0.0081073777137194,0.0395947657239341,0.0047021943573667,0.0097551384624691,0.0024227740763173,0.1176310415248468,0.4021909233176839,0.4021909233176839,0.4021909233176839,0.6153846153846154,0.7999999999999972,0.3074204946996467,0.7668539325842696,1.0,37,0.0245732232726001,0.0160771704180064,0.0,0.002127659574468,Other
Gondal,21.961946,70.792297,2025-10-01 09:40:05+00:00,0.0310782812359246,0.0547066272688898,0.0056426332288401,0.018693567658313,0.001817080557238,0.1754935330156569,0.3231611893583725,0.3231611893583725,0.3231611893583725,0.7230769230769232,0.0999999999999943,0.7267373380447586,0.5196629213483146,0.99,71,0.0245732232726001,0.0160771704180064,0.0,0.002127659574468,Other
Bhimavaram,16.544893,81.52124,2025-10-01 09:40:08+00:00,0.1143140257634447,0.1171802448290417,0.0605015673981191,0.0875240097400142,0.0464365031294165,0.2942818243703199,0.1064162754303599,0.1064162754303599,0.1064162754303599,1.0,0.2000000000000028,0.4676089517078916,0.8651685393258427,1.0,27,0.0199807685103088,0.0096463022508038,0.0,0.000531914893617,Other
Jalgaon Jamod,21.04954,76.532028,2025-10-01 09:40:16+00:00,0.0195477884875236,0.0227100042211903,0.0351097178683385,0.0506964715134832,0.0100948919846557,0.1113002042205582,0.3622848200312989,0.3622848200312989,0.3622848200312989,0.6461538461538461,0.4000000000000057,0.2767962308598352,0.8426966292134831,0.96,92,0.0017295852741736,0.0016077170418006,0.0,0.0,Other
Paltan Bazaar,26.182245,91.754723,2025-10-01 09:38:00+00:00,0.0314386091343122,0.0357956943858167,0.215987460815047,0.2979476398614619,0.0185746012517666,0.1145677331518039,0.360719874804382,0.360719874804382,0.360719874804382,0.8307692307692309,0.4000000000000057,0.3769140164899882,0.1573033707865168,1.0,155,0.0245732232726001,0.0160771704180064,0.0,0.002127659574468,Other
Hodal,27.897551,77.384117,2025-10-01 09:40:23+00:00,0.0944059093775335,0.1149008020261713,0.0949843260188087,0.29770565193061,0.0098929941449626,0.2959155888359428,0.475743348982786,0.475743348982786,0.475743348982786,0.4,0.2000000000000028,0.2049469964664311,0.3539325842696629,0.95,84,0.0012175780810969,0.0160771704180064,0.0,0.002127659574468,Other
Ausa,18.245655,76.505356,2025-10-01 09:40:28+00:00,0.0166651653004233,0.0175601519628535,0.0282131661442006,0.0303846095675978,0.0080759135877246,0.1415929203539822,0.219874804381847,0.219874804381847,0.219874804381847,0.6000000000000001,0.5,0.5571260306242639,0.6882022471910112,0.71,8,0.0075364961224821,0.0080385852090032,0.0,0.0,Other
Mahidpur,23.486839,75.659157,2025-10-01 09:40:35+00:00,0.0233312314205927,0.0255804136766568,0.0263322884012539,0.0453122400520274,0.0082778114274177,0.1653505786249148,0.3348982785602505,0.3348982785602505,0.3348982785602505,0.5692307692307692,0.4000000000000057,0.2591283863368669,0.75,0.47,127,0.0029346753749516,0.0160771704180064,0.0,0.002127659574468,Other
