city,lat,lon,timestamp,pm2_5,pm10,no2,co,so2,o3,temp_day,temp_min,temp_max,humidity,pressure,wind_speed,wind_deg,clouds,road_count,industrial_count,dump_count,farmland_count
Etawah,26.811712,79.004692,2025-10-01 10:10:05+00:00,10.89,11.8,1.36,180.08,0.55,70.39,32.33,32.33,32.33,54,1001,1.72,86,39,14946.0,9.0,,9.0
Simlapal,22.916706,87.070351,2025-10-01 10:10:20+00:00,42.78,45.41,7.8,304.96,12.2,54.63,32.57,32.57,32.57,63,1000,1.64,98,70,1543.0,,,
Lakhimpur,27.94908,80.782402,2025-10-01 10:10:28+00:00,21.37,25.84,5.41,426.71,3.05,74.74,30.27,30.27,30.27,63,1001,2.67,285,98,34610.0,17.0,,82.0
Masaurhi,25.35128,85.031143,2025-10-01 10:11:47+00:00,42.91,45.55,13.38,203.9,4.92,46.36,35.03,35.03,35.03,45,1000,1.07,260,20,148.0,,,
Bhatta,23.00795,72.553757,2025-10-01 10:11:55+00:00,2.96,4.1,1.27,91.23,1.01,43.19,31.65,31.65,31.65,53,1001,6.31,177,36,,,,
Sultanpur,26.264776,82.072708,2025-10-01 10:11:57+00:00,19.35,21.62,3.61,285.96,4.12,85.47,32.31,32.31,32.31,61,1000,1.84,335,86,22386.0,4.0,,1.0
Kotulpur,23.012794,87.593948,2025-10-01 10:12:20+00:00,45.05,47.83,6.76,322.35,9.3,64.14,30.89,30.89,30.89,70,1001,2.53,114,66,129.0,,,
Pithampur,22.610683,75.680862,2025-10-01 10:12:29+00:00,11.86,13.18,1.43,125.57,1.31,61.9,27.86,27.86,27.86,61,1003,3.23,225,15,1373.0,10.0,,0.0
Bela Pratapgarh,25.912968,81.991653,2025-10-01 10:12:38+00:00,11.61,12.7,1.84,231.72,2.11,75.21,32.25,32.25,32.25,61,1000,1.49,257,80,,,,
Ghazipur,25.584042,83.577019,2025-10-01 10:12:41+00:00,21.75,27.69,16.48,276.29,32.09,50.04,32.38,32.38,32.38,62,1000,2.58,351,87,19301.0,23.0,,1.0
Buxar,25.564711,83.977745,2025-10-01 10:13:12+00:00,30.64,35.42,15.65,262.37,20.52,48.35,33.75,33.75,33.75,53,1000,1.71,298,60,2433.0,,,
Baran,25.101145,76.513161,2025-10-01 10:13:24+00:00,6.49,7.37,0.73,117.9,1.08,65.96,32.62,32.62,32.62,44,1001,3.07,245,2,4429.0,4.0,,0.0
Saideep Enterprises,19.969227,73.743195,2025-10-01 10:14:16+00:00,3.77,5.96,3.55,106.26,5.59,27.83,24.86,24.86,24.86,79,1004,6.49,226,77,,,,
Hazaribagh,23.99662,85.36911,2025-10-01 10:14:18+00:00,8.99,9.66,0.46,147.22,0.48,58.93,28.02,28.02,28.02,71,1002,1.12,53,98,22157.0,52.0,,0.0
Rudrapur,28.978298,79.399612,2025-10-01 10:14:48+00:00,31.96,36.91,4.16,376.88,4.08,94.42,30.92,30.92,30.92,64,1001,3.35,279,36,4809.0,,,
Success Point,20.112093,79.118698,2025-10-01 10:14:59+00:00,7.27,8.52,1.88,129.06,0.56,38.66,30.15,30.15,30.15,70,1002,2.57,295,93,,,,
Balaghat,21.812876,80.18383,2025-10-01 10:15:02+00:00,10.32,11.68,5.58,168.3,8.89,53.81,29.69,29.69,29.69,75,1001,2.69,348,66,5128.0,4.0,,81.0
Thodupuzha,9.897157,76.713409,2025-10-01 10:16:07+00:00,1.68,5.78,0.38,81.55,0.49,47.47,29.14,29.14,29.14,69,1007,2.19,310,100,5160.0,6.0,,126.0
Kothagudem,17.554356,80.619736,2025-10-01 10:16:18+00:00,6.14,7.51,3.65,145.12,3.15,45.85,28.55,28.55,28.55,81,1002,3.73,326,99,10462.0,11.0,,8.0
Debra,22.369043,87.55442,2025-10-01 10:16:58+00:00,12.4,13.73,1.34,169.44,1.32,53.02,29.35,29.35,29.35,79,1001,4.86,156,77,3295.0,0.0,,1.0
Khambhat,22.318083,72.618988,2025-10-01 10:17:06+00:00,2.86,4.02,0.5,79.7,0.3,37.58,29.78,29.78,29.78,66,1001,8.48,183,49,,,,
Kalaburagi,17.320486,76.839752,2025-10-01 10:17:08+00:00,2.56,2.96,1.18,95.14,0.36,58.22,27.47,27.47,27.47,65,1004,5.03,280,79,23746.0,43.0,,189.0
Palampur,32.110542,76.536224,2025-10-01 10:18:56+00:00,67.23,91.38,2.54,345.12,9.21,145.73,24.45,24.45,24.45,71,1007,2.29,223,13,921.0,1.0,,5.0
Bargarh,21.342585,83.624199,2025-10-01 10:19:04+00:00,28.94,30.21,1.5,272.24,1.35,72.92,32.23,32.23,32.23,60,1000,1.81,90,11,9575.0,192.0,,68.0
Jaunpur,25.748695,82.698441,2025-10-01 10:19:41+00:00,18.55,19.85,1.63,262.4,2.48,83.99,32.65,32.65,32.65,60,1000,0.59,289,90,25629.0,3.0,,6.0
Bahraich,27.570839,81.598022,2025-10-01 10:20:12+00:00,21.18,25.65,7.86,464.8,6.67,72.41,29.66,29.66,29.66,63,1001,3.48,304,99,25666.0,87.0,,52.0
Shegaon,20.792713,76.694328,2025-10-01 10:20:52+00:00,2.36,2.91,0.86,101.11,0.46,45.14,30.03,30.03,30.03,64,1003,2.71,311,53,1266.0,,,
Ballari,15.139393,76.92144,2025-10-01 10:20:59+00:00,0.66,0.92,1.27,87.99,0.43,38.57,28.59,28.59,28.59,56,1005,6.03,275,99,17958.0,66.0,,6.0
Hapur,28.730579,77.775879,2025-10-01 10:21:26+00:00,19.68,22.94,3.99,368.42,1.57,93.94,30.92,30.92,30.92,46,1001,0.93,352,55,12782.0,24.0,,2.0
Kashipur,29.210421,78.96183,2025-10-01 10:21:44+00:00,45.17,51.16,8.9,444.12,12.78,90.48,31.17,31.17,31.17,61,1001,3.08,291,2,8131.0,28.0,0.0,14.0
Sikandra,26.367811,79.629158,2025-10-01 10:21:59+00:00,22.36,24.03,2.45,172.78,6.91,85.49,32.01,32.01,32.01,57,1001,0.68,142,65,424.0,,,
Palakkad,10.784703,76.653145,2025-10-01 10:22:07+00:00,2.55,6.63,1.24,93.71,1.12,50.03,29.91,29.91,29.91,65,1006,6.04,254,100,27241.0,81.0,0.0,1880.0
Almora,29.594189,79.653893,2025-10-01 10:22:51+00:00,54.84,61.07,5.87,400.5,8.74,97.34,24.67,24.67,24.67,65,1004,1.81,231,22,1875.0,0.0,,7.0
Dhar,22.601292,75.302467,2025-10-01 10:23:20+00:00,6.61,7.58,3.16,115.79,2.41,45.69,28.54,28.54,28.54,58,1003,2.55,210,15,4223.0,27.0,0.0,7.0
Ameerpet,17.437462,78.448288,2025-10-01 10:24:13+00:00,4.4,5.44,3.05,106.97,5.26,54.4,28.44,28.44,28.44,65,1007,5.45,277,81,,,,
Georai,19.263334,75.752426,2025-10-01 10:24:15+00:00,0.5,0.69,0.76,82.84,0.27,37.22,30.0,30.0,30.0,56,1003,4.31,268,71,1368.0,4.0,,2.0
Kodad,16.99708,79.967361,2025-10-01 10:24:23+00:00,4.33,5.38,1.95,101.58,3.26,51.23,30.14,30.14,30.14,71,1002,3.58,332,100,,,,
Kalaigaon,26.57448,91.975243,2025-10-01 10:24:25+00:00,5.74,6.78,3.35,277.86,0.51,42.44,27.32,27.32,27.32,78,1003,4.01,73,100,23.0,,,
Newasa,19.551146,74.928162,2025-10-01 10:24:32+00:00,1.02,1.43,1.79,89.33,1.28,34.66,30.0,30.0,30.0,54,1003,5.11,239,59,5.0,0.0,,2.0
Jalgaon,21.004194,75.563942,2025-10-01 10:24:38+00:00,2.9,3.77,3.54,116.42,2.0,38.02,31.89,31.89,31.89,49,1002,1.74,250,51,22501.0,58.0,0.0,7.0
Mahasamund,21.109133,82.0979,2025-10-01 10:25:38+00:00,13.53,13.9,2.18,174.84,3.07,58.33,30.22,30.22,30.22,76,1001,2.52,73,41,2493.0,7.0,,1.0
Giridih,24.184713,86.302193,2025-10-01 10:26:09+00:00,52.0,56.11,4.56,320.87,12.87,85.31,31.46,31.46,31.46,61,1001,1.42,50,93,4456.0,10.0,,7.0
Purnea,25.771103,87.482185,2025-10-01 10:26:29+00:00,53.89,56.04,5.11,344.21,4.92,116.42,33.44,33.44,33.44,53,1000,3.29,119,69,,,,
Kotputli,27.703669,76.201195,2025-10-01 10:26:31+00:00,15.0,20.8,4.88,237.06,2.27,69.79,29.45,29.45,29.45,61,1002,2.69,92,84,3235.0,24.0,,6.0
Jhalawar,24.597349,76.16098,2025-10-01 10:26:57+00:00,7.12,8.21,0.8,113.73,1.04,60.81,30.81,30.81,30.81,53,1002,3.81,256,11,2739.0,5.0,,21.0
Sitarganj,28.923548,79.700722,2025-10-01 10:27:35+00:00,33.72,38.77,4.73,381.87,4.48,83.83,30.73,30.73,30.73,62,1001,3.3,276,27,1606.0,2.0,,0.0
Barauda,21.191774,81.718285,2025-10-01 10:27:43+00:00,8.52,8.8,2.08,157.95,1.93,49.34,29.72,29.72,29.72,83,1002,1.0,63,93,4.0,,,
Sangareddy,17.611629,78.08181,2025-10-01 10:27:47+00:00,4.71,5.52,2.26,106.87,3.15,60.34,28.17,28.17,28.17,64,1005,5.41,274,50,23656.0,47.0,,59.0
Azamgarh,26.072067,83.185654,2025-10-01 10:28:23+00:00,25.77,29.52,5.56,356.6,5.9,83.05,33.55,33.55,33.55,53,1000,1.73,180,79,22795.0,0.0,,3.0
Suratgarh,29.320511,73.899399,2025-10-01 10:28:47+00:00,27.87,57.62,1.46,225.63,4.21,122.48,37.23,37.23,37.23,24,1000,4.06,66,0,3336.0,5.0,,0.0
Gingee,12.252576,79.416924,2025-10-01 10:29:09+00:00,16.02,19.36,6.51,161.31,10.13,75.65,31.43,31.43,31.43,47,1004,4.76,270,100,1976.0,,,
Samastipur,25.862968,85.781029,2025-10-01 10:29:17+00:00,36.63,40.6,4.23,267.27,4.36,80.2,36.16,36.16,36.16,40,999,2.27,224,45,5775.0,13.0,,43.0
Ballia,25.758503,84.148911,2025-10-01 10:29:39+00:00,28.85,32.52,6.76,265.43,5.29,57.51,34.2,34.2,34.2,50,1000,2.2,276,57,3309.0,8.0,,144.0
Jahanabad,25.213928,84.989555,2025-10-01 10:30:05+00:00,45.25,48.4,16.4,228.47,3.97,33.61,34.54,34.54,34.54,52,1000,0.68,339,22,,,,
Kekri,25.973787,75.151535,2025-10-01 10:30:10+00:00,9.12,10.12,1.31,132.38,0.96,75.74,31.19,31.19,31.19,50,1001,3.57,204,58,976.0,,,
Dholpur,26.702518,77.893394,2025-10-01 10:30:32+00:00,13.98,15.24,2.99,151.71,5.68,86.07,32.06,32.06,32.06,55,1001,1.41,262,58,,,,
Hosur,12.735126,77.829338,2025-10-01 10:30:37+00:00,2.68,4.38,5.05,151.32,1.3,41.19,26.19,26.19,26.19,65,1007,5.47,273,100,12381.0,50.0,,5.0
Bisalpur,28.293783,79.804459,2025-10-01 10:30:55+00:00,21.41,26.84,6.93,457.98,2.74,55.93,26.23,26.23,26.23,71,1001,3.08,253,85,561.0,14.0,,0.0
Jhansi,25.436298,78.567352,2025-10-01 10:31:03+00:00,8.63,9.57,1.74,140.22,0.99,70.6,30.46,30.46,30.46,62,1001,2.14,292,73,17645.0,8.0,,1.0
Korba,22.363848,82.73484,2025-10-01 10:31:36+00:00,44.62,47.1,3.21,278.14,7.46,87.7,30.5,30.5,30.5,68,1001,0.89,117,88,11081.0,30.0,,7.0
Tadepalligudem,16.814524,81.526558,2025-10-01 10:32:16+00:00,10.93,12.34,3.8,150.87,3.73,56.24,26.61,26.61,26.61,87,1001,3.56,311,100,2757.0,1.0,,1.0
Rajnandgaon,21.097855,81.033707,2025-10-01 10:32:25+00:00,15.19,15.75,1.95,168.52,1.38,46.08,29.1,29.1,29.1,73,1001,1.22,279,50,4032.0,9.0,,7.0
Gumla,23.041924,84.540833,2025-10-01 10:32:42+00:00,74.75,78.57,10.9,239.83,16.24,62.91,27.94,27.94,27.94,72,1002,2.2,121,73,1367.0,3.0,,2.0
Kuchaman City,27.147869,74.859489,2025-10-01 10:33:19+00:00,8.77,11.34,4.09,172.13,1.88,63.67,30.71,30.71,30.71,56,1001,0.57,68,73,,,,
Sankari,11.477696,77.873886,2025-10-01 10:33:22+00:00,4.98,7.94,9.75,202.31,2.26,36.52,29.76,29.76,29.76,58,1004,1.05,69,95,5451.0,12.0,,2.0
Forbesganj,26.298552,87.265388,2025-10-01 10:33:32+00:00,80.76,87.06,15.06,560.79,17.02,83.0,33.1,33.1,33.1,52,1000,1.33,202,54,1279.0,18.0,,156.0
Thandalam,12.999464,80.117729,2025-10-01 10:33:40+00:00,15.52,21.13,14.42,260.92,7.25,52.07,31.8,31.8,31.8,46,1003,4.48,319,100,,,,
Sahibzada Ajit Singh Nagar,30.704649,76.717873,2025-10-01 10:33:43+00:00,69.71,87.49,7.69,382.63,5.2,97.49,31.62,31.62,31.62,53,1001,3.03,308,0,30591.0,74.0,1.0,3.0
Etah,27.55875,78.662567,2025-10-01 10:34:04+00:00,16.24,17.97,2.08,228.31,0.94,74.31,30.05,30.05,30.05,58,1001,2.08,67,96,13928.0,16.0,0.0,4.0
Nabadwip,23.406979,88.365593,2025-10-01 10:34:23+00:00,67.64,79.31,19.5,649.23,19.07,34.48,29.41,29.41,29.41,76,1002,4.51,140,98,1385.0,7.0,3.0,17.0
Sri Ganganagar,29.903839,73.87719,2025-10-01 10:34:30+00:00,33.2,73.96,1.15,221.28,3.04,120.89,36.52,36.52,36.52,26,1000,1.86,81,0,16807.0,15.0,,4.0
Hanamkonda,18.007202,79.558296,2025-10-01 10:35:15+00:00,4.9,6.55,3.76,138.03,2.35,50.89,29.12,29.12,29.12,69,1002,4.64,312,68,,,,
Ramagundam,18.76182,79.480904,2025-10-01 10:35:17+00:00,5.79,7.26,4.15,145.43,2.88,50.65,29.25,29.25,29.25,75,1002,4.83,286,49,,,,
Mau,25.949638,83.558647,2025-10-01 10:35:20+00:00,20.28,24.66,8.35,375.54,7.29,58.9,33.28,33.28,33.28,56,1000,0.55,258,88,4304.0,60.0,0.0,61.0
Gangakhed,18.966354,76.748077,2025-10-01 10:35:33+00:00,1.96,2.51,1.01,95.45,0.42,44.29,29.75,29.75,29.75,61,1003,2.81,301,83,610.0,13.0,0.0,2.0
Rahon,31.052128,76.1175,2025-10-01 10:35:39+00:00,78.3,96.11,4.03,336.16,10.37,132.1,32.65,32.65,32.65,47,1001,2.04,341,0,,,,
Mansa,23.426788,72.657074,2025-10-01 10:35:41+00:00,3.37,5.35,2.2,102.08,1.6,43.12,30.3,30.3,30.3,62,1001,5.16,158,74,4946.0,27.0,,4.0
